"NewFile","SourceIndex","Source","Group","Caption"
"amanda_qsp_v3_0011.jpg","52","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_06AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, close-up face portrait, detailed eyes and skin, looking at viewer"
"amanda_qsp_v3_0012.jpg","56","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_11AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, close-up face portrait, detailed eyes and skin, looking at viewer"
"amanda_qsp_v3_0013.jpg","57","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_13AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, rustic tavern background"
"amanda_qsp_v3_0014.jpg","58","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_16AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter upper body portrait, calm expression, rustic tavern background"
"amanda_qsp_v3_0015.jpg","59","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_19AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, three-quarter upper body portrait, calm expression, rustic tavern background"
"amanda_qsp_v3_0016.jpg","60","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 12_21AM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, rustic tavern background"
"amanda_qsp_v3_0017.jpg","106","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_25PM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, rustic tavern background"
"amanda_qsp_v3_0018.jpg","111","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_42PM.jpg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, rustic tavern background"
"amanda_qsp_v3_0019.jpg","94","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 3_13PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up tavern portrait, brown bodice over cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0020.jpg","97","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 3_28PM (2).jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up tavern portrait, brown bodice over cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0021.jpg","107","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_28PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0022.jpg","108","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_30PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0023.jpg","109","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_32PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0024.jpg","110","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_37PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0025.jpg","112","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_45PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0026.jpg","113","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 4_46PM.jpg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, waist-up portrait, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0027.jpeg","128","E:\PIc\PIC\Новая папка\1781645400613-019ed256-dd2b-7c61-a2c0-49aab14fd81c.jpeg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, leaning slightly toward viewer, rustic tavern interior"
"amanda_qsp_v3_0028.jpeg","130","E:\PIc\PIC\Новая папка\1781645857362-019ed25d-e04d-707e-b331-4d256e968ac2.jpeg","mid","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, leaning slightly toward viewer, rustic tavern interior"
"amanda_qsp_v3_0029.jpg","1","E:\PIc\PIC\Новая папка\image.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0030.jpg","2","E:\PIc\PIC\Новая папка\image (1).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0031.jpg","3","E:\PIc\PIC\Новая папка\image (2).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view, long braid visible, rustic tavern interior"
"amanda_qsp_v3_0032.jpg","4","E:\PIc\PIC\Новая папка\image (3).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view, long braid visible, rustic tavern interior"
"amanda_qsp_v3_0033.jpg","5","E:\PIc\PIC\Новая папка\image (4).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, seated full body pose on wooden bench, rustic tavern interior"
"amanda_qsp_v3_0034.jpg","6","E:\PIc\PIC\Новая папка\image (5).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, seated full body pose on wooden bench, rustic tavern interior"
"amanda_qsp_v3_0035.jpg","8","E:\PIc\PIC\Новая папка\image (7).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0036.jpg","10","E:\PIc\PIC\Новая папка\image (9).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0037.jpg","12","E:\PIc\PIC\Новая папка\image (11).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0038.jpg","13","E:\PIc\PIC\Новая папка\image (12).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0039.jpg","14","E:\PIc\PIC\Новая папка\image (13).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0040.jpg","15","E:\PIc\PIC\Новая папка\image (14).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0041.jpg","18","E:\PIc\PIC\Новая папка\image (17).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body back view, long braid visible, rustic tavern interior"
"amanda_qsp_v3_0042.jpg","20","E:\PIc\PIC\Новая папка\image (19).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, arms crossed, serious expression, rustic tavern interior"
"amanda_qsp_v3_0043.jpg","21","E:\PIc\PIC\Новая папка\image (20).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, worried expression, rustic tavern interior"
"amanda_qsp_v3_0044.jpg","28","E:\PIc\PIC\Новая папка\image (27).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, arms out, rustic tavern interior"
"amanda_qsp_v3_0045.jpg","29","E:\PIc\PIC\Новая папка\image (28).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0046.jpg","30","E:\PIc\PIC\Новая папка\image (29).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0047.jpg","31","E:\PIc\PIC\Новая папка\image (30).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed front view, rustic tavern interior"
"amanda_qsp_v3_0048.jpg","32","E:\PIc\PIC\Новая папка\image (31).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed front view, rustic tavern interior"
"amanda_qsp_v3_0049.jpg","33","E:\PIc\PIC\Новая папка\image (32).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, relaxed front view, rustic tavern interior"
"amanda_qsp_v3_0050.jpg","36","E:\PIc\PIC\Новая папка\image (35).jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body side view, relaxed standing pose, rustic tavern interior"
"amanda_qsp_v3_0051.jpg","37","E:\PIc\PIC\Новая папка\Generated Image June 15, 2026 - 4_46PM.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body standing pose, gentle smile, rustic tavern interior"
"amanda_qsp_v3_0052.png","61","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 9_51AM.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0053.png","62","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_h8ugpph8ugpph8ug.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0054.png","64","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_vynpudvynpudvynp.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0055.png","131","E:\PIc\PIC\Новая папка\1781646237449-019ed263-ac55-76e7-81d4-2b7197585fad.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0056.png","132","E:\PIc\PIC\Новая папка\1781646430374-019ed265-6032-7257-bee1-4b70001ab566.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0057.jpeg","133","E:\PIc\PIC\Новая папка\1781646420664-019ed265-6032-77fe-9d6d-22d14d1f55a8.jpeg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0058.jpg","134","E:\PIc\PIC\Новая папка\1.jpg","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0059.jpg","24","E:\PIc\PIC\Новая папка\image (23).jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0060.jpg","25","E:\PIc\PIC\Новая папка\image (24).jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0061.jpg","26","E:\PIc\PIC\Новая папка\image (25).jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving food at wooden tavern table, rustic tavern interior"
"amanda_qsp_v3_0062.jpg","76","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_21AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern waitress pose, holding mugs, apron over cream dress, rustic tavern interior"
"amanda_qsp_v3_0063.jpg","77","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_25AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, cleaning wooden tavern table, leaning forward, rustic tavern interior"
"amanda_qsp_v3_0064.jpg","79","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_26AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, serving food at wooden tavern table, rustic tavern interior"
"amanda_qsp_v3_0065.jpg","80","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_26AM (1).jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0066.jpg","81","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_29AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, cleaning wooden tavern table, leaning forward, rustic tavern interior"
"amanda_qsp_v3_0067.jpg","82","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_32AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0068.jpg","83","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_34AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0069.jpg","84","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_54AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, full body tavern serving pose, holding mugs, rustic tavern interior"
"amanda_qsp_v3_0070.jpg","85","E:\PIc\PIC\Новая папка\Generated Image June 16, 2026 - 11_56AM.jpg","tavern_action","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, cleaning wooden tavern table, leaning forward, rustic tavern interior"
"amanda_qsp_v3_0071.jpeg","129","E:\PIc\PIC\Новая папка\1781645400941-019ed256-dd2b-745d-bdb3-843c93c7e7c4.jpeg","portrait","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, upper body portrait, soft smile, leaning slightly toward viewer, rustic tavern interior"
"amanda_qsp_v3_0072.png","63","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_4jhbtu4jhbtu4jhb.png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body standing pose, cream linen dress, rustic tavern interior"
"amanda_qsp_v3_0073.png","66","E:\PIc\PIC\Новая папка\Gemini_Generated_Image_h8ugpph8ugpph8ug (1).png","full_body","amanda_qsp, young blonde woman, fair skin, blue-gray eyes, delicate youthful oval face, small straight nose, pale blonde hair, side braid, simple rustic hairstyle, cream medieval linen dress, peasant dress, rustic tavern dress, front lace-up bodice, high resolution full body side view, cream linen dress, rustic tavern interior"
